Incident energy ; ENDF/B-VIII.0 O17 ; ENDF/B-VIII.0 O18 ; TENDL-2019 O15 ; ENDF/B-VIII.0 O16
32031.57556 ; 3.4731733904978777 ; 3.0637438598797706 ; 4.32098 ; 3.7236792409318245
32187.5 ; 3.471285 ; 3.0635071249999997 ; 4.32098 ; 3.7233456250000003
32500.0 ; 3.467500333333333 ; 3.0630326666666665 ; 4.32098 ; 3.722677
32941.76691 ; 3.462150123737451 ; 3.0623619466927776 ; 4.32098 ; 3.7217317955193643
33125.0 ; 3.459931 ; 3.06208375 ; 4.32098 ; 3.72133975
33172.51367 ; 3.459355539769584 ; 3.0620116115786282 ; 4.32098 ; 3.7212380897516675
33406.51595 ; 3.4565214289554405 ; 3.06165633371698 ; 4.32098 ; 3.72073741847338
33877.82176 ; 3.4508132243478187 ; 3.060940765815851 ; 4.32098 ; 3.719729012562304
35000.0 ; 3.437222 ; 3.059237 ; 4.32098 ; 3.717328
35084.52162 ; 3.4361983586601803 ; 3.059109609014336 ; 4.32098 ; 3.717147140637524
35332.0114 ; 3.4332010099346 ; 3.0587365924179193 ; 4.32098 ; 3.71661756200628
37630.24374 ; 3.4053671180648597 ; 3.0552726966350723 ; 4.32098 ; 3.711699804445148
37895.69129 ; 3.40215228278681 ; 3.054872614087712 ; 4.32098 ; 3.7111317997776583
39799.18776 ; 3.37909903703864 ; 3.052003664208128 ; 4.32098 ; 3.707058698031152
40000.0 ; 3.376667 ; 3.051701 ; 4.32098 ; 3.706629
40079.93527 ; 3.375698887957976 ; 3.051580521561056 ; 4.32098 ; 3.7064603205932465
42390.07539 ; 3.3477203189366316 ; 3.048098678372192 ; 4.32098 ; 3.701585462912022
42500.0 ; 3.346389 ; 3.047933 ; 4.32098 ; 3.7013535
45000.0 ; 3.316111333333333 ; 3.0441920000000002 ; 4.32098 ; 3.696078
50000.0 ; 3.255556 ; 3.03671 ; 4.32098 ; 3.685526
50501.84141 ; 3.249478098315208 ; 3.035966110441129 ; 4.32098 ; 3.684482370603764
50858.0865 ; 3.2451635427812 ; 3.0354380412193196 ; 4.32098 ; 3.6837415233146
53412.6827 ; 3.2142243172837595 ; 3.031651312180136 ; 4.32098 ; 3.67842898505708
53789.46116 ; 3.2096610779990082 ; 3.0310928059333087 ; 4.32098 ; 3.6776454365716638
55000.0 ; 3.195 ; 3.0292983999999996 ; 4.32098 ; 3.675128
55705.39711 ; 3.186456794521368 ; 3.0282527757559046 ; 4.32098 ; 3.673660915090622
56098.3486 ; 3.18169768043568 ; 3.0276702959032473 ; 4.32098 ; 3.6728436545817202
56250.0 ; 3.179861 ; 3.0274455 ; 4.32098 ; 3.67252825
56422.31 ; 3.177774 ; 3.0271900814408 ; 4.32098 ; 3.6721698796619995
57288.29055 ; 3.1672859651977947 ; 3.0259064211519235 ; 4.32098 ; 3.6703688133141097
57692.40794 ; 3.1623916321201104 ; 3.025307389862379 ; 4.32098 ; 3.6695283299663877
58916.16261 ; 3.1475705353087324 ; 3.0234933938399444 ; 4.32098 ; 3.6669831650037215
59331.76317 ; 3.142537127644905 ; 3.022877340817845 ; 4.32098 ; 3.666118798959034
60000.0 ; 3.134444 ; 3.0218868 ; 4.32098 ; 3.664729
61445.11132 ; 3.1169425458257436 ; 3.0197446825881373 ; 4.32098 ; 3.66176941201664
61878.55133 ; 3.111693240552636 ; 3.0191021857925144 ; 4.32098 ; 3.6608817268761604
62500.0 ; 3.104167 ; 3.018181 ; 4.32098 ; 3.6596089999999997
64082.61397 ; 3.0849996456865356 ; 3.015862280620273 ; 4.32098 ; 3.6563678065894396
64534.65919 ; 3.0795248356180718 ; 3.015199980127547 ; 4.32098 ; 3.65544201797888
65000.0 ; 3.073889 ; 3.0145182 ; 4.32098 ; 3.654489
66065.52491 ; 3.0609842147100075 ; 3.0129570781438604 ; 4.32098 ; 3.652306591879338
70000.0 ; 3.013333 ; 3.0071926 ; 4.2835315482841585 ; 3.644248
74833.15 ; 2.954799 ; 3.0001114552719996 ; 4.237529481866089 ; 3.6345101693799995
75000.0 ; 2.952778 ; 2.999867 ; 4.235941398570132 ; 3.634174
80000.0 ; 2.892222 ; 2.992625 ; 4.188351248856105 ; 3.6241
87500.0 ; 2.801389 ; 2.981762 ; 4.116966024285066 ; 3.60925075
90000.0 ; 2.771111 ; 2.9781812 ; 4.093170949428052 ; 3.604301
95000.0 ; 2.7105785000000004 ; 2.9710196000000004 ; 4.045580799714027 ; 3.594587
100000.0 ; 2.650046 ; 2.963858 ; 3.99799065 ; 3.584872
110000.0 ; 2.5950092000000002 ; 2.9498048263832928 ; 3.935014263452019 ; 3.56605
112500.0 ; 2.58125 ; 2.946291532979116 ; 3.919270166815023 ; 3.5613445
112775.0 ; 2.579737 ; 2.945905070704656 ; 3.917538316184954 ; 3.560826895
113511.5 ; 2.575687 ; 2.944870054467786 ; 3.9129001053156953 ; 3.559440654700001
114247.9 ; 2.571636 ; 2.9438351787626518 ; 3.908262524210301 ; 3.5580546026200004
115000.0 ; 2.5674996542639867 ; 2.9427782395749387 ; 3.9035260701780277 ; 3.556639
115720.7 ; 2.563536 ; 2.9417654273523826 ; 3.898987361999515 ; 3.5552826426
118666.3 ; 2.547335 ; 2.9376259245318455 ; 3.880437037577942 ; 3.5497390234
120000.0 ; 2.539999785833107 ; 2.935751652766585 ; 3.8720378769040367 ; 3.547229
124557.5 ; 2.514934 ; 2.929346918890771 ; 3.843336388734795 ; 3.5390692519999996
125000.0 ; 2.5125 ; 2.928725065958232 ; 3.840549683630046 ; 3.5382770000000003
126562.5 ; 2.503907 ; 2.9265292575806208 ; 3.8307096232319244 ; 3.5354794999999997
128125.0 ; 2.495313 ; 2.92433344920301 ; 3.820869562833802 ; 3.532682
129285.2 ; 2.488931714368 ; 2.922703 ; 3.8135630424665057 ; 3.5306047779200003
130000.0 ; 2.4850002 ; 2.9217223504022507 ; 3.8090614903560556 ; 3.529325
131250.0 ; 2.478125 ; 2.9200074483356775 ; 3.8011894420375585 ; 3.5270872499999997
137500.0 ; 2.44375 ; 2.911432938002813 ; 3.7618292004450695 ; 3.5158985
140000.0 ; 2.43 ; 2.908003133869668 ; 3.746085103808074 ; 3.511423
143750.0 ; 2.409375 ; 2.902858427669949 ; 3.722468958852581 ; 3.505123
150000.0 ; 2.375 ; 2.8942839173370847 ; 3.6831087172600925 ; 3.494623
154262.3162 ; 2.3515572609 ; 2.8884363534492716 ; 3.65626619 ; 3.4874631612472395
156250.0 ; 2.340625 ; 2.8857094070042204 ; 3.6452515960624314 ; 3.48412425
158570.4 ; 2.3278628 ; 2.882526 ; 3.6323932813884703 ; 3.4802264420799998
160000.0 ; 2.32 ; 2.8806305021657734 ; 3.624471265073226 ; 3.477825
162500.0 ; 2.30625 ; 2.8773157675647894 ; 3.6106177110804216 ; 3.47396775
168750.0 ; 2.271875 ; 2.8690289310623305 ; 3.575983826098412 ; 3.4643246249999997
175000.0 ; 2.2375 ; 2.8607420945598707 ; 3.5413499411164016 ; 3.4546815000000004
175229.8 ; 2.236236 ; 2.8604374041553484 ; 3.540076522433383 ; 3.45432694158
176003.9 ; 2.231979 ; 2.8594110297335 ; 3.535786907975051 ; 3.45313258269
176778.0 ; 2.227721 ; 2.8583846553116508 ; 3.5314972935167193 ; 3.4519382238
178326.1 ; 2.219206 ; 2.856332039057338 ; 3.5229186187422155 ; 3.44954966031
180000.0 ; 2.209999901398443 ; 2.8541126253579034 ; 3.513642833130794 ; 3.446967
181422.4 ; 2.202177 ; 2.852226673959328 ; 3.5057607150510477 ; 3.4450230059199995
187614.9 ; 2.168118 ; 2.8440160763526903 ; 3.4714454618108723 ; 3.43655971617
200000.0 ; 2.10003 ; 2.8275947485500326 ; 3.4028144011883614 ; 3.419633
201410.8205 ; 2.0965701038058 ; 2.8257241503391817 ; 3.39499645 ; 3.4180377147196253
212500.0 ; 2.069375 ; 2.8110210755451144 ; 3.351430884295459 ; 3.4054986250000003
217140.7 ; 2.0580052849999997 ; 2.804868 ; 3.3331991728541337 ; 3.4002511534749997
220000.0 ; 2.051 ; 2.8014818483899155 ; 3.321965968267717 ; 3.397018
225000.0 ; 2.03875 ; 2.7955605536497976 ; 3.302322690915889 ; 3.3930097500000005
237442.3 ; 2.008266 ; 2.780825648540803 ; 3.2534411809569597 ; 3.383035380205
240000.0 ; 2.001999765533703 ; 2.777796669429443 ; 3.243392858860406 ; 3.380985
249884.6 ; 1.977783 ; 2.7660907434318083 ; 3.20455967099803 ; 3.37780117034
250000.0 ; 1.9775 ; 2.765954079949206 ; 3.20410630415675 ; 3.377764
250390.7 ; 1.976543 ; 2.765491389978213 ; 3.2025713784644783 ; 3.37763866344
250781.3 ; 1.975586 ; 2.765028818433115 ; 3.2010368456377534 ; 3.3775133589600004
251562.5 ; 1.973672 ; 2.7641036753429193 ; 3.197967779984304 ; 3.3772627500000003
253125.0 ; 1.969844 ; 2.7622532707366325 ; 3.1918292558118573 ; 3.3767614999999997
256250.0 ; 1.962188 ; 2.7585524615240584 ; 3.179552207466965 ; 3.3757590000000004
258917.4972 ; 1.955652418460224 ; 2.7553934540961302 ; 3.16907253 ; 3.37490326689824
260000.0 ; 1.9530002000000002 ; 2.75411149046897 ; 3.1652276103062715 ; 3.374556
262500.0 ; 1.946875 ; 2.7511508430989102 ; 3.1563479111181287 ; 3.3755950000000006
275000.0 ; 1.91625 ; 2.736347606248615 ; 3.1119494151774134 ; 3.38079
280000.0 ; 1.9040024 ; 2.7304263115084972 ; 3.094190016801128 ; 3.382868
300000.0 ; 1.855012 ; 2.7067411325480237 ; 3.0231524232959845 ; 3.415153
304172.6282 ; 1.8488345074024641 ; 2.7017996602653978 ; 3.00833175 ; 3.43060653717011
320000.0 ; 1.8254024 ; 2.6830559535875507 ; 2.963035873973735 ; 3.489224
325000.0 ; 1.818 ; 2.677134658847432 ; 2.948726525397534 ; 3.5276004999999997
340000.0 ; 1.7958 ; 2.6593707746270776 ; 2.9057984796689325 ; 3.64273
350000.0 ; 1.781 ; 2.6475281851468413 ; 2.8771797825165315 ; 3.8039794999999996
360000.0 ; 1.7662012 ; 2.635685595666604 ; 2.8485610853641306 ; 3.965229
364935.3698 ; 1.7588974449403758 ; 2.629840839819149 ; 2.8344367 ; 4.147589433499059
370000.0 ; 1.7514024 ; 2.6238430061863682 ; 2.8212158736332316 ; 4.334726
380000.0 ; 1.7366035999999998 ; 2.6120004167061315 ; 2.795111645200585 ; 4.70501
390000.0 ; 1.7218048000000001 ; 2.6001578272258947 ; 2.7690074167679377 ; 5.437963
395000.0 ; 1.7144054000000002 ; 2.594236532485777 ; 2.7559553025516146 ; 5.976334
400000.0 ; 1.707006 ; 2.5883152377456584 ; 2.7429031883352915 ; 6.685746
405000.0 ; 1.7019554000000001 ; 2.58239394300554 ; 2.7298510741189674 ; 7.625759
408504.7288 ; 1.6984152033445443 ; 2.578243436563744 ; 2.72070225 ; 8.495573107770396
410000.0 ; 1.6969048000000002 ; 2.576472648265422 ; 2.7173691584776516 ; 8.866674
415000.0 ; 1.6918541999999999 ; 2.5705513535253037 ; 2.706223717027471 ; 10.46672
417953.2 ; 1.688871113616 ; 2.567054 ; 2.6996407734893366 ; 11.611179502400004
420000.0 ; 1.6868036 ; 2.5655811026642428 ; 2.695078275577291 ; 12.40438
425000.0 ; 1.6817529999999998 ; 2.561983053671285 ; 2.6839328341271105 ; 14.44563
430000.0 ; 1.6767024 ; 2.558385004678327 ; 2.67278739267693 ; 16.03514
434000.0 ; 1.6726619200000001 ; 2.555506565483961 ; 2.663871039516786 ; 16.52081
435000.0 ; 1.6716518 ; 2.554786955685369 ; 2.6616419512267497 ; 16.50317
440000.0 ; 1.6666012 ; 2.551188906692411 ; 2.6504965097765694 ; 15.63901
445000.0 ; 1.6615506 ; 2.547590857699453 ; 2.639351068326389 ; 13.9143
450000.0 ; 1.6565 ; 2.5439928087064954 ; 2.6282056268762086 ; 11.97999
455000.0 ; 1.65145 ; 2.5403947597135375 ; 2.6170601854260283 ; 10.23792
460000.0 ; 1.6464 ; 2.5367967107205796 ; 2.605914743975848 ; 8.816576
465000.0 ; 1.64135 ; 2.533198661727621 ; 2.594769302525667 ; 7.703701
470000.0 ; 1.6363 ; 2.5296006127346637 ; 2.583623861075487 ; 6.842894
475000.0 ; 1.63125 ; 2.526002563741706 ; 2.5724784196253068 ; 6.175586
475937.244 ; 1.6303035335190401 ; 2.5253281137756343 ; 2.57038922 ; 6.0777943359375985
480000.0 ; 1.6262008 ; 2.5224045147487475 ; 2.5621244086284114 ; 5.653888
490000.0 ; 1.6161024 ; 2.5152084167628317 ; 2.541781539473609 ; 5.035261
493257.9 ; 1.6128124422639998 ; 2.512864 ; 2.5351540361316665 ; 4.834103593449999
500000.0 ; 1.606004 ; 2.5164100733102432 ; 2.5214386703188074 ; 4.417816
514207.7207 ; 1.5956312272713438 ; 2.523882762705781 ; 2.49253609 ; 4.00116464506801
520000.0 ; 1.5914024 ; 2.52692926854687 ; 2.482075301162395 ; 3.831302
535093.8 ; 1.5803827184959998 ; 2.534868 ; 2.454816074460906 ; 3.583992351069999
540000.0 ; 1.5768007999999998 ; 2.5488011107658473 ; 2.445955534501264 ; 3.503605
550000.0 ; 1.5695 ; 2.5772000972846345 ; 2.4278956511706986 ; 3.400167
556011.8 ; 1.5651117467079998 ; 2.594273 ; 2.417038410510029 ; 3.338074724879999
560000.0 ; 1.5622006 ; 2.6151623366861076 ; 2.4098357678401325 ; 3.296883
566470.8 ; 1.557477304248 ; 2.649055 ; 2.39814957853459 ; 3.25069701792
571700.3 ; 1.553660083018 ; 2.685403 ; 2.388705162546871 ; 3.21337093872
576929.7 ; 1.5498429347819997 ; 2.731356 ; 2.379260927157985 ; 3.17604557328
580000.0 ; 1.5476018 ; 2.7662317258409392 ; 2.3737160011790017 ; 3.154131
582682.2 ; 1.5456439549319998 ; 2.796699 ; 2.3688719792720776 ; 3.1399785058100003
588434.6 ; 1.541445048076 ; 2.878757 ; 2.3584832119850025 ; 3.10962625483
594069.1004 ; 1.537332200854024 ; 2.9819019047582795 ; 2.34830737 ; 3.0798960951944196
594187.1 ; 1.5372460682259999 ; 2.984062 ; 2.348124109507185 ; 3.079273476205
599939.5 ; 1.53304716137 ; 3.122511 ; 2.3391902855037827 ; 3.0489212252249995
600000.0 ; 1.533003 ; 3.1243768820512816 ; 2.33909632535633 ; 3.048602
605692.0 ; 1.5297578769599998 ; 3.299924 ; 2.330256306194352 ; 3.0252357708
611444.4 ; 1.5264783186719997 ; 3.538161 ; 2.3213224821909497 ; 3.00162159356
614320.7 ; 1.524838482516 ; 3.68116 ; 2.31685541488322 ; 2.9898140944300002
617196.9 ; 1.523198703372 ; 3.854934 ; 2.312388502881519 ; 2.97800700581
620000.0 ; 1.5216006 ; 4.057716775919614 ; 2.3080351195869055 ; 2.9665
622949.3 ; 1.519919145084 ; 4.271076 ; 2.3034546788781167 ; 2.9567232179649996
625000.0 ; 1.51875 ; 4.473442536433365 ; 2.300269818144549 ; 2.94992525
627955.7 ; 1.517065251 ; 4.765116 ; 2.295679437849915 ; 2.9401272522850004
630458.9 ; 1.515638427 ; 5.060421 ; 2.2917918173358136 ; 2.931829269445
632962.0 ; 1.51421166 ; 5.401082 ; 2.2879043521277413 ; 2.9235316180999997
635465.2 ; 1.512784836 ; 5.765542 ; 2.28401673161364 ; 2.9152336352600003
637968.4 ; 1.5113580119999999 ; 6.199551 ; 2.2801291110995385 ; 2.90693565242
640000.0 ; 1.5102 ; 6.603140313385135 ; 2.2769739138174807 ; 2.900201
642974.7 ; 1.5085044209999998 ; 7.194082 ; 2.2723540253773655 ; 2.89203306874
650000.0 ; 1.5045 ; 8.823301601705833 ; 2.2614433109327683 ; 2.872743
652987.4 ; 1.502797301496 ; 9.516102 ; 2.2568036986269893 ; 2.8645455743999997
655490.6 ; 1.501370577624 ; 10.04341 ; 2.252916078112888 ; 2.8576767936
657993.7 ; 1.499943910748 ; 10.47273 ; 2.249028612904816 ; 2.8508082872
660000.0 ; 1.4988004000000001 ; 10.734225461009906 ; 2.2459127080480563 ; 2.845303
660496.9 ; 1.4985171868759999 ; 10.79899 ; 2.245140992390714 ; 2.8441583908499997
663000.0 ; 1.49709052 ; 11.00661 ; 2.241253527182642 ; 2.8383925
666437.5 ; 1.4951312825 ; 11.00491 ; 2.2359148824410218 ; 2.83047421875
669124.3 ; 1.4935999139719998 ; 10.79718 ; 2.231742120057958 ; 2.82428517495
671811.1 ; 1.4920685454440001 ; 10.47516 ; 2.227569357674893 ; 2.8180961311500003
677184.6 ; 1.4890058653840001 ; 9.602191 ; 2.219223988214793 ; 2.8057182739
677900.9458 ; 1.488597576931832 ; 9.469976702318853 ; 2.21811146 ; 2.8040681713497
680000.0 ; 1.4874011999999999 ; 9.082559093605768 ; 2.2152047730158433 ; 2.799233
682558.2 ; 1.485943128328 ; 8.610398 ; 2.211662279142713 ; 2.7942859528400006
687931.7 ; 1.482880448268 ; 7.680164 ; 2.204221269515918 ; 2.7838946785400003
690618.5 ; 1.48134907974 ; 7.257454 ; 2.2005006954645046 ; 2.7786989447
693305.3 ; 1.479817711212 ; 6.880032 ; 2.1967801214130906 ; 2.7735032108599995
698678.8 ; 1.476755031152 ; 6.214474 ; 2.1893391117862957 ; 2.76311193656
700000.0 ; 1.476002 ; 6.074461123269318 ; 2.1875095664398883 ; 2.760557
701365.6 ; 1.475387425376 ; 5.929743 ; 2.1856185377348822 ; 2.75837832176
704052.4 ; 1.4741782579040001 ; 5.676783 ; 2.1818979636834683 ; 2.75409180104
709425.9 ; 1.4717599679639999 ; 5.23234 ; 2.1744569540566734 ; 2.7455189191400002
712501.4 ; 1.4703758699440002 ; 5.021552 ; 2.1701981236654557 ; 2.74061226644
715576.8 ; 1.4689918169279998 ; 4.832167 ; 2.165939431750271 ; 2.73570577328
718652.3 ; 1.4676077189080001 ; 4.661684 ; 2.1616806013590533 ; 2.7307991205799995
720000.0 ; 1.4670012 ; 4.5943476423554666 ; 2.1598143598639328 ; 2.728649
721727.7 ; 1.4662236658919998 ; 4.508025 ; 2.157421909443869 ; 2.72648056373
724803.2 ; 1.464839567872 ; 4.36929 ; 2.1531630790526513 ; 2.72262050368
727878.6 ; 1.463455514856 ; 4.245981 ; 2.148904387137467 ; 2.71876056914
734029.4 ; 1.4606874088239998 ; 4.033058 ; 2.1403870033070973 ; 2.71104070006
740000.0 ; 1.4580004 ; 3.86010871726089 ; 2.1321191532879773 ; 2.703547
740180.3 ; 1.4579192577879998 ; 3.854886 ; 2.1318694810006953 ; 2.70338839009
746331.2 ; 1.455151106752 ; 3.709884 ; 2.1233519586942933 ; 2.69797744336
750000.0 ; 1.4535 ; 3.639192116829381 ; 2.11827155 ; 2.69475
758632.9 ; 1.449615540316 ; 3.47285 ; 2.1076551701550996 ; 2.68716945051
760000.0 ; 1.4490004 ; 3.4537516292249917 ; 2.10597396767552 ; 2.685969
770934.7 ; 1.444080222388 ; 3.300994 ; 2.0925269303311715 ; 2.6813179253549997
780000.0 ; 1.4400012 ; 3.20200944567824 ; 2.0813788030265608 ; 2.677462
783236.4 ; 1.438544949456 ; 3.166671 ; 2.077398813483066 ; 2.67799212232
800000.0 ; 1.431002 ; 3.036514031243523 ; 2.056783638377601 ; 2.680738
807839.9 ; 1.4281795576010001 ; 2.975643 ; 2.0471424568110326 ; 2.68652149423
810000.0 ; 1.4274019 ; 2.964361682732132 ; 2.0444860560531217 ; 2.688115
820000.0 ; 1.4238018 ; 2.912135779913427 ; 2.0321884737286418 ; 2.700345
828535.9898 ; 1.420728758312102 ; 2.8675558025378014 ; 2.02169127 ; 2.71582416390332
830000.0 ; 1.4202017000000002 ; 2.859909877094722 ; 2.02009006438227 ; 2.718479
832443.4 ; 1.419322051566 ; 2.847149 ; 2.0174176883248083 ; 2.72468816808
840000.0 ; 1.4166016000000001 ; 2.818036272103562 ; 2.009152943741105 ; 2.743891
850000.0 ; 1.4130015000000002 ; 2.7795100461600994 ; 1.99821582309994 ; 2.77839
857046.9 ; 1.4104645455309999 ; 2.752361 ; 1.9905085435553174 ; 2.8107965790300002
860000.0 ; 1.4094014000000001 ; 2.7450341163869405 ; 1.9872787024587755 ; 2.824377
870000.0 ; 1.4058013 ; 2.720223295171742 ; 1.9763415818176102 ; 2.885065
880000.0 ; 1.4022012 ; 2.695412473956545 ; 1.965404461176445 ; 2.964805
890000.0 ; 1.3986010999999998 ; 2.6706016527413468 ; 1.9544673405352802 ; 3.069527
900000.0 ; 1.395001 ; 2.645790831526149 ; 1.9435302198941153 ; 3.207376
910000.0 ; 1.392000568315228 ; 2.6209800103109515 ; 1.9325930992529503 ; 3.389549
910039.1 ; 1.3919888366273403 ; 2.620883 ; 1.9325503351112434 ; 3.39049440672
920000.0 ; 1.3890001366304554 ; 2.6062067429244307 ; 1.9216559786117853 ; 3.631341
922470.1 ; 1.388259 ; 2.602567330561856 ; 1.9189544004422112 ; 3.7108172085299995
925573.8972 ; 1.3873278583589403 ; 2.597994237205068 ; 1.91555974 ; 3.81068281457916
930000.0 ; 1.3860000239808792 ; 2.5914728764308705 ; 1.9112857202996922 ; 3.953094
940000.0 ; 1.3830000159872526 ; 2.5767390099373118 ; 1.901629325287114 ; 4.380172
950000.0 ; 1.3800000079936263 ; 2.562005143443752 ; 1.8919729302745358 ; 4.939355
960000.0 ; 1.377 ; 2.5472712769501924 ; 1.8823165352619577 ; 5.646014
963031.3 ; 1.37609061 ; 2.542805 ; 1.8793893922417948 ; 5.896947439040004
970000.0 ; 1.374 ; 2.5386472735890053 ; 1.8726601402493797 ; 6.473822
980000.0 ; 1.371 ; 2.532680986604354 ; 1.8630037452368018 ; 7.308865
990000.0 ; 1.368 ; 2.5267146996197014 ; 1.8533473502242237 ; 7.933726
1000000.0 ; 1.365 ; 2.5207484126350495 ; 1.8436909552116452 ; 8.12579
1010000.0 ; 1.363516017790451 ; 2.5147821256503975 ; 1.8340345601990675 ; 7.833751
1014108.2 ; 1.362906368219124 ; 2.5123310556313627 ; 1.83006752 ; 7.579288681180002
1020000.0 ; 1.362032035580902 ; 2.5088158386657455 ; 1.8250420591696517 ; 7.21435
1030000.0 ; 1.360548053371353 ; 2.502849551681093 ; 1.8165124742714056 ; 6.483934
