E      ; sig
4428.113 ; 20.00024
4428.314 ; 21.78732
4428.561 ; 23.73746
4428.806 ; 25.29102
4429.0 ; 26.18776
4429.025 ; 26.27978
4429.109 ; 26.548
4429.192 ; 26.74995
4429.358 ; 26.96288
4429.537 ; 26.90853
4429.715 ; 26.5739
4430.073 ; 25.15428
4430.43 ; 22.99076
4430.772 ; 20.53793
4431.113 ; 18.01945
4431.284 ; 16.80529
4431.454 ; 15.66063
4431.625 ; 14.58774
4431.795 ; 13.60938
4431.958 ; 12.75893
4432.121 ; 11.99538
4432.284 ; 11.3169
4432.446 ; 10.72285
4432.609 ; 10.20024
4432.771 ; 9.748894
4432.934 ; 9.356072
4433.096 ; 9.019385
4433.178 ; 8.867143
4433.259 ; 8.727623
4433.421 ; 8.477801
4433.584 ; 8.2608
4433.746 ; 8.073947
4433.909 ; 7.91024
4434.071 ; 7.767692
4434.234 ; 7.641134
4434.396 ; 7.529295
4434.559 ; 7.428442
4434.722 ; 7.337365
4434.885 ; 7.254483
4435.047 ; 7.178958
4435.372 ; 7.044096
4435.697 ; 6.926608
4436.022 ; 6.822347
4436.347 ; 6.728438
4436.672 ; 6.642811
4436.997 ; 6.563911
4437.322 ; 6.490523
4437.647 ; 6.421666
4437.972 ; 6.356516
4438.297 ; 6.294363
4438.622 ; 6.234578
4438.947 ; 6.176589
4439.272 ; 6.119875
4439.597 ; 6.063972
4439.825 ; 6.025039
4440.052 ; 5.986429
4440.28 ; 5.94782
4440.507 ; 5.909706
4440.735 ; 5.87212
4440.962 ; 5.836082
4441.076 ; 5.818841
4441.19 ; 5.802427
4441.304 ; 5.787087
4441.417 ; 5.773234
4441.531 ; 5.760978
4441.645 ; 5.750873
4441.759 ; 5.743412
4441.872 ; 5.739191
4441.986 ; 5.738785
4442.1 ; 5.742985
4442.214 ; 5.752617
4442.327 ; 5.768421
4442.441 ; 5.791658
4442.555 ; 5.82328
4442.669 ; 5.864408
4442.782 ; 5.915702
4442.896 ; 5.979251
4443.01 ; 6.055835
4443.124 ; 6.146605
4443.237 ; 6.251648
4443.4 ; 6.431506
4443.562 ; 6.645436
4443.725 ; 6.897529
4443.887 ; 7.185031
4444.212 ; 7.867439
4444.537 ; 8.665936
4444.992 ; 9.874169
4445.236 ; 10.50033
4445.48 ; 11.06379
4445.772 ; 11.60642
4445.98 ; 11.87961
4446.0 ; 11.9003
4446.021 ; 11.92094
4446.088 ; 11.97923
4446.155 ; 12.02583
4446.288 ; 12.08319
4446.458 ; 12.08826
4446.627 ; 12.01923
4446.92 ; 11.73914
4447.212 ; 11.29259
4447.736 ; 10.23907
4447.998 ; 9.672023
4448.259 ; 9.125321
4448.39 ; 8.865628
4448.521 ; 8.618844
4448.652 ; 8.386584
4448.783 ; 8.169933
4448.914 ; 7.969496
4449.045 ; 7.785447
4449.176 ; 7.617597
4449.306 ; 7.466557
4449.437 ; 7.329281
4449.568 ; 7.206089
4449.699 ; 7.095958
4449.829 ; 6.998506
4449.96 ; 6.911125
4450.091 ; 6.833502
4450.222 ; 6.764567
4450.352 ; 6.703749
4450.499 ; 6.642932
4450.645 ; 6.589742
4450.791 ; 6.542684
4450.937 ; 6.500838
4451.084 ; 6.463162
4451.23 ; 6.429485
4451.376 ; 6.39896
4451.522 ; 6.371105
4451.669 ; 6.345348
4451.815 ; 6.321704
4452.107 ; 6.279156
4452.4 ; 6.241483
4452.692 ; 6.207796
4452.985 ; 6.177069
4453.277 ; 6.148947
4453.862 ; 6.098566
4454.447 ; 6.054371
4455.031 ; 6.01498
4455.524 ; 5.984668
4456.016 ; 5.956638
4456.263 ; 5.943295
4456.509 ; 5.930447
4456.755 ; 5.918012
4457.001 ; 5.905971
4457.171 ; 5.897874
4457.34 ; 5.890003
4457.51 ; 5.882266
4457.679 ; 5.874758
4457.764 ; 5.871052
4457.849 ; 5.867395
4457.934 ; 5.863787
4458.018 ; 5.860272
4458.103 ; 5.856767
4458.187 ; 5.853356
4458.272 ; 5.849961
4458.356 ; 5.846662
4458.441 ; 5.843383
4458.526 ; 5.840167
4458.611 ; 5.837015
4458.695 ; 5.833965
4458.864 ; 5.828034
4459.033 ; 5.822393
4459.203 ; 5.817025
4459.372 ; 5.812003
4459.541 ; 5.807301
4459.71 ; 5.802916
4460.003 ; 5.796018
4460.295 ; 5.789898
4460.88 ; 5.778782
4461.157 ; 5.773343
4461.434 ; 5.767297
4461.711 ; 5.760324
4461.873 ; 5.755721
4461.973 ; 5.752669
4462.0 ; 5.751817
4462.102 ; 5.74849
4462.247 ; 5.743465
4462.262 ; 5.742926
4462.298 ; 5.741617
4462.334 ; 5.740289
4462.363 ; 5.739203
4462.443 ; 5.736144
4462.523 ; 5.732991
4462.682 ; 5.726469
4462.987 ; 5.713172
4463.291 ; 5.699251
4463.726 ; 5.679069
4463.944 ; 5.669164
4464.161 ; 5.659594
4464.379 ; 5.650343
4464.596 ; 5.641536
4464.705 ; 5.637268
4464.814 ; 5.633103
4464.923 ; 5.629038
4465.031 ; 5.625107
4465.14 ; 5.621232
4465.249 ; 5.617445
4465.358 ; 5.613741
4465.466 ; 5.610147
4465.575 ; 5.606589
4465.684 ; 5.603097
4465.793 ; 5.599664
4465.901 ; 5.596315
4466.01 ; 5.592984
4466.119 ; 5.589695
4466.228 ; 5.586444
4466.336 ; 5.583257
4466.445 ; 5.58007
4466.554 ; 5.57691
4466.663 ; 5.573774
4466.771 ; 5.570686
4466.88 ; 5.567587
4466.989 ; 5.564505
4467.206 ; 5.558407
4467.424 ; 5.552325
4467.641 ; 5.546305
4467.873 ; 5.539898
4468.105 ; 5.533515
4468.424 ; 5.524771
4468.743 ; 5.516055
4469.381 ; 5.498684
4470.019 ; 5.48137
4470.338 ; 5.472734
4470.656 ; 5.46415
4470.975 ; 5.455585
4471.135 ; 5.451321
4471.294 ; 5.447115
4471.454 ; 5.44293
4471.613 ; 5.438834
4471.773 ; 5.4348
4471.932 ; 5.430912
4472.092 ; 5.427162
4472.251 ; 5.423648
4472.331 ; 5.421982
4472.411 ; 5.420396
4472.491 ; 5.418901
4472.57 ; 5.417526
4472.65 ; 5.41625
4472.73 ; 5.415104
4472.81 ; 5.414106
4472.889 ; 5.41328
4472.969 ; 5.412624
4473.048 ; 5.412174
4473.128 ; 5.411937
4473.207 ; 5.411943
4473.352 ; 5.412643
4473.497 ; 5.414358
4473.642 ; 5.417238
4473.787 ; 5.421433
4473.932 ; 5.427088
4474.077 ; 5.434337
4474.222 ; 5.443294
4474.367 ; 5.454042
4474.527 ; 5.468033
4474.686 ; 5.484141
4474.846 ; 5.502471
4475.005 ; 5.522602
4475.324 ; 5.567448
4475.643 ; 5.615025
4475.962 ; 5.660241
4476.281 ; 5.697228
4476.6 ; 5.720347
4476.789 ; 5.72566
4476.939 ; 5.724931
4477.0 ; 5.723343
4477.128 ; 5.717569
4477.298 ; 5.704857
4477.575 ; 5.672584
4477.822 ; 5.633402
4478.069 ; 5.586813
4478.255 ; 5.548463
4478.44 ; 5.508829
4478.842 ; 5.422721
4479.043 ; 5.381915
4479.243 ; 5.34391
4479.444 ; 5.30883
4479.644 ; 5.277275
4479.845 ; 5.248957
4479.945 ; 5.236097
4480.045 ; 5.224014
4480.138 ; 5.21344
4480.231 ; 5.203472
4480.324 ; 5.194071
4480.416 ; 5.185292
4480.509 ; 5.176905
4480.601 ; 5.169049
4480.694 ; 5.161514
4480.786 ; 5.154425
4480.879 ; 5.147588
4480.972 ; 5.141047
4481.065 ; 5.134766
4481.157 ; 5.128776
4481.25 ; 5.122917
4481.342 ; 5.117288
4481.435 ; 5.111739
4481.527 ; 5.106366
4481.62 ; 5.101032
4481.713 ; 5.095776
4481.806 ; 5.090579
4481.898 ; 5.085481
4482.083 ; 5.075304
4482.268 ; 5.065151
4482.454 ; 5.054891
4482.639 ; 5.044574
4482.824 ; 5.034097
4483.009 ; 5.023423
4483.318 ; 5.005063
4483.627 ; 4.985927
4483.936 ; 4.965896
4484.244 ; 4.944917
4484.862 ; 4.899229
4485.171 ; 4.874263
4485.479 ; 4.847706
4485.788 ; 4.819142
4486.097 ; 4.788363
4486.406 ; 4.755029
4486.714 ; 4.71888
4486.869 ; 4.69946
4487.023 ; 4.67929
4487.178 ; 4.658071
4487.332 ; 4.636055
4487.487 ; 4.612958
4487.641 ; 4.589111
4487.795 ; 4.564451
4487.949 ; 4.539125
4488.104 ; 4.513198
4488.258 ; 4.48735
4488.336 ; 4.474374
4488.413 ; 4.46174
4488.49 ; 4.449367
4488.567 ; 4.437358
4488.645 ; 4.42568
4488.722 ; 4.414764
4488.799 ; 4.404604
4488.876 ; 4.39536
4488.953 ; 4.387216
4489.03 ; 4.380368
4489.107 ; 4.375036
4489.184 ; 4.371456
4489.262 ; 4.369881
4489.339 ; 4.37063
4489.493 ; 4.380203
4489.647 ; 4.40273
4489.801 ; 4.441051
4489.956 ; 4.498634
4490.11 ; 4.577876
4490.264 ; 4.682173
4490.418 ; 4.814434
4490.573 ; 4.978365
4490.727 ; 5.173855
4491.036 ; 5.668227
4491.345 ; 6.295139
4491.653 ; 7.029868
4491.978 ; 7.876248
4492.302 ; 8.722124
4492.549 ; 9.316955
4492.734 ; 9.709512
4492.834 ; 9.897207
4492.944 ; 10.0809
4493.0 ; 10.16457
4493.028 ; 10.20381
4493.119 ; 10.31896
4493.21 ; 10.41462
4493.436 ; 10.56455
4493.631 ; 10.59228
4493.825 ; 10.52958
4494.18 ; 10.20838
4494.535 ; 9.684117
4494.891 ; 9.044417
4495.069 ; 8.709586
4495.246 ; 8.379505
4495.424 ; 8.058213
4495.602 ; 7.753688
4495.78 ; 7.470301
4495.957 ; 7.212177
4496.063 ; 7.069474
4496.168 ; 6.936994
4496.273 ; 6.813276
4496.378 ; 6.698138
4496.483 ; 6.591306
4496.588 ; 6.492436
4496.693 ; 6.401126
4496.798 ; 6.316937
4496.903 ; 6.239402
4497.008 ; 6.168043
4497.113 ; 6.102379
4497.218 ; 6.041937
4497.323 ; 5.986254
4497.428 ; 5.934892
4497.533 ; 5.887433
4497.638 ; 5.843486
4497.743 ; 5.802689
4497.848 ; 5.76471
4497.953 ; 5.729244
4498.058 ; 5.696014
4498.163 ; 5.664773
4498.268 ; 5.635298
4498.478 ; 5.580869
4498.688 ; 5.53139
4498.898 ; 5.485815
4499.108 ; 5.443331
4499.318 ; 5.403307
4499.577 ; 5.356614
4499.835 ; 5.312385
4500.352 ; 5.228587
4500.934 ; 5.138987
4501.516 ; 5.05161
4502.098 ; 4.964355
4502.389 ; 4.92028
4502.679 ; 4.87589
4502.97 ; 4.830851
4503.261 ; 4.785429
4503.552 ; 4.740003
4503.843 ; 4.695402
4504.134 ; 4.653245
4504.425 ; 4.61646
4504.571 ; 4.6015
4504.716 ; 4.590086
4504.861 ; 4.583237
4505.006 ; 4.582373
4505.152 ; 4.589333
4505.297 ; 4.606188
4505.443 ; 4.635817
4505.588 ; 4.680944
4505.734 ; 4.74591
4505.879 ; 4.834096
4506.025 ; 4.951641
4506.17 ; 5.102405
4506.316 ; 5.29455
4506.461 ; 5.531943
4506.607 ; 5.824772
4506.752 ; 6.176047
4506.898 ; 6.597649
4507.043 ; 7.090438
4507.189 ; 7.667242
4507.334 ; 8.325112
4507.496 ; 9.164582
4507.657 ; 10.11014
4507.98 ; 12.33267
4508.303 ; 14.93226
4508.626 ; 17.77502
4508.982 ; 20.9446
4509.338 ; 23.82404
4509.521 ; 25.07658
4509.703 ; 26.11252
4510.0 ; 27.26763
4510.043 ; 27.37476
4510.182 ; 27.61228
4510.321 ; 27.68205
4510.599 ; 27.32724
4510.881 ; 26.34742
4511.162 ; 24.85948
4511.727 ; 20.92
4512.01 ; 18.78457
4512.292 ; 16.72858
4512.536 ; 15.08166
4512.658 ; 14.31833
4512.779 ; 13.60534
4512.901 ; 12.9329
4513.023 ; 12.30812
4513.145 ; 11.7312
4513.266 ; 11.20573
4513.388 ; 10.72193
4513.51 ; 10.28277
4513.632 ; 9.886364
4513.753 ; 9.533362
4513.875 ; 9.215731
4513.997 ; 8.934305
4514.119 ; 8.686871
4514.24 ; 8.472936
4514.433 ; 8.191709
4514.625 ; 7.978827
4514.818 ; 7.825543
4515.01 ; 7.72758
4515.395 ; 7.673038
4515.78 ; 7.770284
4516.088 ; 7.923315
4516.395 ; 8.110277
4516.677 ; 8.28519
4516.767 ; 8.337589
4516.889 ; 8.403857
4516.989 ; 8.453052
4517.0 ; 8.458142
4517.035 ; 8.473884
4517.107 ; 8.50399
4517.179 ; 8.530823
4517.353 ; 8.580871
4517.671 ; 8.612702
4517.99 ; 8.564245
4518.308 ; 8.44272
4518.973 ; 8.028221
4519.139 ; 7.908244
4519.305 ; 7.787422
4519.471 ; 7.668127
4519.637 ; 7.55233
4519.746 ; 7.478958
4519.854 ; 7.408743
4519.963 ; 7.340643
4520.071 ; 7.276094
4520.18 ; 7.214023
4520.288 ; 7.155632
4520.397 ; 7.099853
4520.505 ; 7.047678
4520.614 ; 6.998069
4520.722 ; 6.951839
4520.831 ; 6.908008
4520.939 ; 6.867241
4521.048 ; 6.828629
4521.156 ; 6.792723
4521.264 ; 6.758998
4521.372 ; 6.727295
4521.481 ; 6.697189
4521.589 ; 6.669082
4521.698 ; 6.642307
4521.806 ; 6.617221
4521.915 ; 6.593231
4522.023 ; 6.57066
4522.132 ; 6.548983
4522.24 ; 6.528498
4522.457 ; 6.489986
4522.674 ; 6.454512
4522.891 ; 6.421586
4523.107 ; 6.390954
4523.454 ; 6.345475
4523.801 ; 6.303791
4524.148 ; 6.265228
4524.495 ; 6.229298
4524.842 ; 6.195639
4525.189 ; 6.16398
4525.536 ; 6.134128
4525.883 ; 6.105977
4526.1 ; 6.089234
4526.317 ; 6.073192
4526.534 ; 6.057925
4526.751 ; 6.043558
4526.968 ; 6.030286
4527.077 ; 6.024118
4527.185 ; 6.018396
4527.294 ; 6.013066
4527.402 ; 6.00829
4527.51 ; 6.004088
4527.618 ; 6.000541
4527.727 ; 5.99772
4527.835 ; 5.995779
4527.944 ; 5.9948
4528.052 ; 5.994925
4528.161 ; 5.996296
4528.269 ; 5.999033
4528.377 ; 6.003295
4528.485 ; 6.00924
4528.594 ; 6.017112
4528.702 ; 6.026931
4528.811 ; 6.039042
4528.919 ; 6.053375
4529.028 ; 6.070339
4529.136 ; 6.089746
4529.244 ; 6.111842
4529.352 ; 6.136697
4529.583 ; 6.199242
4529.728 ; 6.244918
4529.872 ; 6.294875
4530.161 ; 6.406951
4530.739 ; 6.653952
4531.043 ; 6.774758
4531.347 ; 6.871886
4531.664 ; 6.934569
4531.838 ; 6.948429
4532.0 ; 6.947064
4532.178 ; 6.929395
4532.379 ; 6.889559
4532.553 ; 6.839185
4532.727 ; 6.775726
4533.075 ; 6.618058
4533.423 ; 6.435868
4533.753 ; 6.258521
4534.082 ; 6.091762
4534.247 ; 6.015143
4534.411 ; 5.944715
4534.576 ; 5.880054
4534.74 ; 5.822102
4534.859 ; 5.783958
4534.978 ; 5.749001
4535.097 ; 5.717095
4535.216 ; 5.688071
4535.335 ; 5.661735
4535.454 ; 5.637879
4535.573 ; 5.616283
4535.692 ; 5.596727
4535.811 ; 5.578993
4535.93 ; 5.56287
4536.049 ; 5.548159
4536.168 ; 5.534674
4536.287 ; 5.522243
4536.406 ; 5.510709
4536.525 ; 5.499934
4536.644 ; 5.489791
4536.763 ; 5.480173
4536.882 ; 5.470983
4537.001 ; 5.46214
4537.12 ; 5.453573
4537.239 ; 5.445222
4537.358 ; 5.437037
4537.596 ; 5.421001
4537.834 ; 5.405201
4538.072 ; 5.389455
4538.548 ; 5.35765
4538.933 ; 5.331273
4539.317 ; 5.304142
4540.086 ; 5.246615
4540.855 ; 5.183614
4541.623 ; 5.113504
4542.008 ; 5.074968
4542.392 ; 5.033814
4542.777 ; 4.989397
4543.161 ; 4.941427
4543.546 ; 4.88902
4543.93 ; 4.831699
4544.314 ; 4.768484
4544.506 ; 4.734401
4544.698 ; 4.698551
4544.891 ; 4.660694
4545.083 ; 4.621255
4545.275 ; 4.580192
4545.467 ; 4.537837
4545.66 ; 4.494565
4545.756 ; 4.473072
4545.852 ; 4.451811
4545.948 ; 4.430991
4546.044 ; 4.410861
4546.14 ; 4.391719
4546.236 ; 4.373922
4546.333 ; 4.357729
4546.429 ; 4.343968
4546.525 ; 4.333026
4546.621 ; 4.325551
4546.717 ; 4.322281
4546.813 ; 4.324048
4546.909 ; 4.331785
4547.005 ; 4.34653
4547.102 ; 4.36971
4547.198 ; 4.402107
4547.294 ; 4.445268
4547.39 ; 4.500645
4547.486 ; 4.56978
4547.582 ; 4.654293
4547.678 ; 4.755872
4547.774 ; 4.876248
4547.871 ; 5.018756
4547.967 ; 5.182227
4548.159 ; 5.582924
4548.351 ; 6.092378
4548.543 ; 6.720908
4548.735 ; 7.47511
4548.927 ; 8.356485
4549.119 ; 9.360194
4549.311 ; 10.4741
4549.714 ; 13.07263
4550.116 ; 15.76518
4550.153 ; 16.00505
4550.236 ; 16.53283
4550.318 ; 17.03743
4550.482 ; 17.98286
4550.683 ; 18.99396
4550.886 ; 19.81052
4551.0 ; 20.16605
4551.02 ; 20.22031
4551.073 ; 20.35207
4551.126 ; 20.46615
4551.231 ; 20.63908
4551.391 ; 20.76539
4551.55 ; 20.72792
4551.808 ; 20.33887
4552.066 ; 19.59124
4552.521 ; 17.64049
4552.976 ; 15.31051
4553.204 ; 14.14603
4553.432 ; 13.04372
4553.66 ; 12.03385
4553.774 ; 11.56971
4553.887 ; 11.13833
4554.001 ; 10.73266
4554.115 ; 10.35674
4554.229 ; 10.01017
4554.342 ; 9.694808
4554.456 ; 9.403983
4554.57 ; 9.139246
4554.684 ; 8.89906
4554.797 ; 8.683578
4554.919 ; 8.474254
4555.04 ; 8.288512
4555.162 ; 8.121197
4555.283 ; 7.973058
4555.405 ; 7.839735
4555.526 ; 7.72165
4555.648 ; 7.615207
4555.769 ; 7.520669
4555.891 ; 7.435128
4556.012 ; 7.358795
4556.134 ; 7.289344
4556.255 ; 7.226989
4556.377 ; 7.16988
4556.498 ; 7.11825
4556.619 ; 7.071001
4556.74 ; 7.027605
4556.907 ; 6.973206
4557.074 ; 6.92426
4557.408 ; 6.839441
4557.742 ; 6.767729
4558.075 ; 6.705215
4558.318 ; 6.663405
4558.485 ; 6.635932
4558.652 ; 6.609175
4558.819 ; 6.582912
4558.934 ; 6.565024
4559.0 ; 6.55481
4559.13 ; 6.53477
4559.279 ; 6.511895
4559.508 ; 6.476872
4559.616 ; 6.460411
4559.941 ; 6.411226
4560.265 ; 6.363127
4560.725 ; 6.297732
4560.955 ; 6.26679
4561.184 ; 6.237352
4561.414 ; 6.209237
4561.643 ; 6.182697
4561.758 ; 6.169903
4561.873 ; 6.157452
4561.988 ; 6.145331
4562.102 ; 6.133626
4562.197 ; 6.124096
4562.292 ; 6.11476
4562.387 ; 6.105606
4562.481 ; 6.096718
4562.576 ; 6.087897
4562.67 ; 6.079317
4562.765 ; 6.070786
4562.859 ; 6.062473
4562.954 ; 6.054191
4563.048 ; 6.046106
4563.143 ; 6.038036
4563.237 ; 6.030142
4563.332 ; 6.022249
4563.426 ; 6.014515
4563.615 ; 5.999163
4563.805 ; 5.983951
4563.994 ; 5.96899
4564.183 ; 5.954156
4564.372 ; 5.939408
4564.561 ; 5.924707
4564.75 ; 5.910017
4565.128 ; 5.880529
4565.642 ; 5.839742
4566.155 ; 5.797473
4566.412 ; 5.775393
4566.668 ; 5.752597
4566.925 ; 5.72873
4567.181 ; 5.703787
4567.31 ; 5.690714
4567.438 ; 5.677379
4567.567 ; 5.66355
4567.695 ; 5.649427
4567.824 ; 5.634777
4567.952 ; 5.619824
4568.08 ; 5.604466
4568.208 ; 5.588726
4568.337 ; 5.572516
4568.465 ; 5.556155
4568.593 ; 5.539609
4568.721 ; 5.523003
4568.85 ; 5.506374
4568.978 ; 5.490189
4569.106 ; 5.474576
4569.234 ; 5.459847
4569.349 ; 5.447671
4569.464 ; 5.436816
4569.579 ; 5.42763
4569.694 ; 5.4205
4569.809 ; 5.415849
4569.924 ; 5.414133
4570.039 ; 5.415834
4570.153 ; 5.421383
4570.268 ; 5.431386
4570.383 ; 5.446319
4570.612 ; 5.492662
4570.842 ; 5.564298
4571.071 ; 5.663086
4571.531 ; 5.946347
4571.99 ; 6.324106
4572.233 ; 6.545957
4572.476 ; 6.769159
4572.733 ; 6.993216
4572.787 ; 7.037412
4572.881 ; 7.111201
4572.954 ; 7.165415
4573.0 ; 7.198053
4573.035 ; 7.22205
4573.15 ; 7.295456
4573.324 ; 7.389247
4573.634 ; 7.499273
4573.905 ; 7.532824
4574.176 ; 7.510625
4574.719 ; 7.33198
4574.99 ; 7.199149
4575.261 ; 7.053609
4575.397 ; 6.97923
4575.533 ; 6.90552
4575.669 ; 6.833447
4575.804 ; 6.764306
4575.94 ; 6.697688
4576.075 ; 6.635021
4576.211 ; 6.575679
4576.346 ; 6.520699
4576.482 ; 6.469319
4576.617 ; 6.422248
4576.753 ; 6.378666
4576.888 ; 6.339034
4577.024 ; 6.302543
4577.159 ; 6.26948
4577.295 ; 6.239094
4577.43 ; 6.211566
4577.508 ; 6.196755
4577.585 ; 6.182863
4577.663 ; 6.16948
4577.74 ; 6.156908
4577.818 ; 6.144777
4577.895 ; 6.133358
4578.05 ; 6.111899
4578.205 ; 6.092255
4578.36 ; 6.074179
4578.515 ; 6.057461
4578.67 ; 6.041918
4578.825 ; 6.027395
4578.98 ; 6.013762
4579.135 ; 6.000906
4579.29 ; 5.988735
4579.6 ; 5.96614
4579.909 ; 5.945545
4580.219 ; 5.926454
4580.529 ; 5.908668
4581.148 ; 5.876286
4581.768 ; 5.847119
4582.387 ; 5.820485
4583.317 ; 5.783973
4584.246 ; 5.750585
4584.905 ; 5.728268
4585.563 ; 5.706836
4586.222 ; 5.686034
4586.551 ; 5.675854
4586.88 ; 5.6658
4587.045 ; 5.660807
4587.21 ; 5.655851
4587.375 ; 5.650938
4587.539 ; 5.646105
4587.704 ; 5.641305
4587.868 ; 5.636614
4588.033 ; 5.631994
4588.197 ; 5.627532
4588.28 ; 5.625335
4588.362 ; 5.62321
4588.445 ; 5.621114
4588.527 ; 5.619104
4588.61 ; 5.617137
4588.692 ; 5.615269
4588.774 ; 5.613486
4588.856 ; 5.611796
4588.939 ; 5.610192
4589.021 ; 5.608724
4589.103 ; 5.607382
4589.185 ; 5.60618
4589.268 ; 5.605118
4589.35 ; 5.604237
4589.432 ; 5.603535
4589.514 ; 5.603027
4589.669 ; 5.602649
4589.824 ; 5.603112
4589.921 ; 5.603869
4590.018 ; 5.605012
4590.115 ; 5.606558
4590.212 ; 5.608521
4590.406 ; 5.613744
4590.599 ; 5.620676
4590.793 ; 5.629335
4590.986 ; 5.639475
4591.373 ; 5.663158
4591.76 ; 5.688084
4592.147 ; 5.709122
4592.351 ; 5.716734
4592.555 ; 5.720954
4592.767 ; 5.721099
4592.893 ; 5.718943
4593.0 ; 5.715743
4593.121 ; 5.710595
4593.248 ; 5.703455
4593.481 ; 5.685918
4593.798 ; 5.653855
4594.009 ; 5.628318
4594.347 ; 5.582856
4594.77 ; 5.522913
4595.066 ; 5.481947
4595.214 ; 5.462319
4595.362 ; 5.443419
4595.51 ; 5.425313
4595.658 ; 5.408028
4595.806 ; 5.391558
4595.954 ; 5.375866
4596.102 ; 5.360891
4596.25 ; 5.346556
4596.398 ; 5.332766
4596.546 ; 5.31942
4596.694 ; 5.306412
4596.842 ; 5.293633
4596.99 ; 5.280977
4597.137 ; 5.268424
4597.243 ; 5.259328
4597.349 ; 5.250155
4597.455 ; 5.240871
4597.56 ; 5.231534
4597.666 ; 5.221936
4597.772 ; 5.212135
4597.878 ; 5.202105
4597.983 ; 5.191918
4598.089 ; 5.181358
4598.195 ; 5.1705
4598.301 ; 5.159327
4598.406 ; 5.147936
4598.512 ; 5.136101
4598.617 ; 5.124043
4598.723 ; 5.111536
4598.828 ; 5.098827
4598.934 ; 5.085699
4599.04 ; 5.072304
4599.146 ; 5.058693
4599.251 ; 5.045064
4599.357 ; 5.031243
4599.462 ; 5.017599
4599.568 ; 5.004007
4599.673 ; 4.990888
4599.779 ; 4.978187
4599.885 ; 4.966267
4599.991 ; 4.955402
4600.096 ; 4.945988
4600.202 ; 4.938202
4600.307 ; 4.932585
4600.413 ; 4.929473
4600.518 ; 4.929406
4600.624 ; 4.93291
4600.73 ; 4.940569
4600.836 ; 4.952984
4600.941 ; 4.970587
4601.047 ; 4.994349
4601.152 ; 5.024453
4601.258 ; 5.062106
4601.363 ; 5.107197
4601.575 ; 5.224114
4601.786 ; 5.377878
4601.997 ; 5.571256
4602.208 ; 5.804533
4602.631 ; 6.380756
4603.053 ; 7.052796
4603.286 ; 7.43363
4603.518 ; 7.796821
4603.687 ; 8.040648
4603.825 ; 8.221411
4603.937 ; 8.353518
4604.0 ; 8.421433
4604.039 ; 8.461028
4604.19 ; 8.595649
4604.404 ; 8.732215
4604.581 ; 8.794852
4604.758 ; 8.811834
4605.086 ; 8.730009
4605.413 ; 8.524922
4605.741 ; 8.23265
4606.069 ; 7.894933
4606.233 ; 7.721095
4606.397 ; 7.549399
4606.561 ; 7.383132
4606.724 ; 7.22582
4606.888 ; 7.077418
4607.052 ; 6.940159
4607.216 ; 6.814697
4607.38 ; 6.70119
4607.462 ; 6.648854
4607.544 ; 6.599387
4607.626 ; 6.55271
4607.708 ; 6.508732
4607.79 ; 6.467351
4607.872 ; 6.428454
4607.954 ; 6.391926
4608.036 ; 6.357645
4608.118 ; 6.325489
4608.2 ; 6.295334
4608.282 ; 6.267057
4608.364 ; 6.240539
4608.446 ; 6.215661
4608.528 ; 6.19231
4608.61 ; 6.170378
4608.692 ; 6.149761
4608.774 ; 6.130361
4608.856 ; 6.112084
4608.938 ; 6.094845
4609.02 ; 6.078561
4609.102 ; 6.063157
4609.184 ; 6.048563
4609.347 ; 6.021708
4609.442 ; 6.007235
4609.537 ; 5.993533
4609.726 ; 5.968295
4609.915 ; 5.945367
4610.104 ; 5.924372
4610.293 ; 5.905007
4610.482 ; 5.887031
4610.86 ; 5.854506
4611.239 ; 5.825567
4611.617 ; 5.799584
4611.995 ; 5.775922
4612.373 ; 5.754173
4612.752 ; 5.733971
4613.13 ; 5.715175
4613.886 ; 5.68088
4614.643 ; 5.65
4615.399 ; 5.621787
4616.206 ; 5.593885
4617.013 ; 5.567725
4617.82 ; 5.542871
4618.627 ; 5.518971
4619.535 ; 5.492853
4620.443 ; 5.467205
4621.351 ; 5.441694
4622.259 ; 5.416002
4622.713 ; 5.402988
4623.167 ; 5.389807
4623.621 ; 5.376417
4623.848 ; 5.369633
4624.075 ; 5.362785
4624.302 ; 5.355871
4624.529 ; 5.348892
4624.643 ; 5.345364
4624.756 ; 5.341853
4624.87 ; 5.338299
4624.983 ; 5.334765
4625.097 ; 5.331192
4625.21 ; 5.327646
4625.324 ; 5.324067
4625.437 ; 5.320523
4625.551 ; 5.316957
4625.664 ; 5.313436
4625.777 ; 5.309938
4625.89 ; 5.306469
4626.017 ; 5.302617
4626.143 ; 5.298857
4626.269 ; 5.295172
4626.395 ; 5.291579
4626.521 ; 5.288093
4626.647 ; 5.28473
4626.773 ; 5.281508
4626.899 ; 5.278439
4627.026 ; 5.275516
4627.152 ; 5.272795
4627.278 ; 5.270261
4627.404 ; 5.267915
4627.53 ; 5.265757
4627.656 ; 5.263779
4627.908 ; 5.260293
4628.917 ; 5.246714
4629.182 ; 5.240546
4629.447 ; 5.231928
4629.724 ; 5.219604
4629.863 ; 5.211963
4629.991 ; 5.204004
4630.0 ; 5.20341
4630.032 ; 5.201263
4630.064 ; 5.199059
4630.128 ; 5.194477
4630.275 ; 5.183081
4630.501 ; 5.163201
