E      ; sig
2741.566 ; 5.85672
2741.695 ; 5.852515
2741.824 ; 5.848327
2742.081 ; 5.840007
2742.339 ; 5.831644
2742.596 ; 5.823274
2743.111 ; 5.80631
2743.626 ; 5.789008
2744.141 ; 5.771282
2744.73 ; 5.750376
2745.319 ; 5.72866
2746.055 ; 5.700131
2746.791 ; 5.669672
2747.527 ; 5.636755
2748.263 ; 5.600652
2748.999 ; 5.560323
2749.367 ; 5.538113
2749.735 ; 5.514193
2750.103 ; 5.488202
2750.471 ; 5.459661
2750.839 ; 5.427919
2751.023 ; 5.410584
2751.206 ; 5.392203
2751.354 ; 5.376407
2751.501 ; 5.359808
2751.648 ; 5.342223
2751.795 ; 5.323578
2751.943 ; 5.30368
2752.017 ; 5.293296
2752.09 ; 5.282768
2752.164 ; 5.271813
2752.237 ; 5.260736
2752.311 ; 5.249247
2752.384 ; 5.237678
2752.458 ; 5.225739
2752.532 ; 5.213626
2752.606 ; 5.201386
2752.679 ; 5.189245
2752.753 ; 5.17694
2752.826 ; 5.164889
2752.9 ; 5.152859
2752.973 ; 5.14129
2753.047 ; 5.129999
2753.12 ; 5.119438
2753.194 ; 5.109488
2753.267 ; 5.100604
2753.341 ; 5.09275
2753.414 ; 5.08636
2753.488 ; 5.081503
2753.561 ; 5.078566
2753.635 ; 5.077743
2753.709 ; 5.079377
2753.856 ; 5.091089
2754.003 ; 5.116042
2754.15 ; 5.156519
2754.297 ; 5.214547
2754.444 ; 5.291691
2754.738 ; 5.506051
2755.033 ; 5.7967
2755.327 ; 6.140531
2755.493 ; 6.345059
2755.658 ; 6.545745
2755.805 ; 6.715446
2755.906 ; 6.823896
2755.979 ; 6.89698
2756.0 ; 6.917078
2756.042 ; 6.955944
2756.173 ; 7.064814
2756.335 ; 7.170658
2756.485 ; 7.237671
2756.635 ; 7.273809
2756.91 ; 7.262501
2757.185 ; 7.164404
2757.46 ; 7.004129
2757.598 ; 6.909162
2757.735 ; 6.809844
2757.873 ; 6.707811
2758.01 ; 6.607172
2758.148 ; 6.508622
2758.285 ; 6.415226
2758.379 ; 6.354315
2758.473 ; 6.296279
2758.567 ; 6.241273
2758.66 ; 6.189908
2758.754 ; 6.141089
2758.848 ; 6.095332
2758.942 ; 6.052543
2759.035 ; 6.013
2759.129 ; 5.975696
2759.223 ; 5.940893
2759.317 ; 5.908404
2759.41 ; 5.878352
2759.504 ; 5.8499
2759.598 ; 5.823196
2759.692 ; 5.798065
2759.785 ; 5.774582
2759.879 ; 5.752089
2759.973 ; 5.730701
2760.067 ; 5.710286
2760.16 ; 5.69093
2760.254 ; 5.672109
2760.348 ; 5.65394
2760.535 ; 5.6194
2760.723 ; 5.58636
2760.91 ; 5.554715
2761.098 ; 5.523755
2761.285 ; 5.493511
2761.523 ; 5.455425
2761.76 ; 5.417552
2762.235 ; 5.340316
2762.71 ; 5.258987
2762.948 ; 5.215801
2763.185 ; 5.170655
2763.423 ; 5.122721
2763.66 ; 5.071915
2763.898 ; 5.01729
2764.135 ; 4.958811
2764.254 ; 4.927791
2764.373 ; 4.895634
2764.492 ; 4.862361
2764.61 ; 4.828334
2764.729 ; 4.793118
2764.848 ; 4.757233
2764.967 ; 4.721048
2765.085 ; 4.685395
2765.204 ; 4.65041
2765.323 ; 4.617402
2765.442 ; 4.587698
2765.56 ; 4.563181
2765.679 ; 4.545559
2765.798 ; 4.537687
2765.917 ; 4.542728
2766.035 ; 4.564145
2766.154 ; 4.606562
2766.273 ; 4.674708
2766.392 ; 4.773895
2766.51 ; 4.908492
2766.629 ; 5.086628
2766.748 ; 5.313204
2766.867 ; 5.593833
2766.985 ; 5.930429
2767.104 ; 6.332775
2767.223 ; 6.801091
2767.46 ; 7.932964
2767.698 ; 9.319473
2767.935 ; 10.89443
2768.185 ; 12.66189
2768.435 ; 14.39263
2768.648 ; 15.71359
2768.785 ; 16.43897
2768.929 ; 17.06682
2769.0 ; 17.31917
2769.029 ; 17.4107
2769.116 ; 17.64373
2769.202 ; 17.81125
2769.433 ; 17.94638
2769.621 ; 17.72805
2769.808 ; 17.25001
2770.154 ; 15.8436
2770.499 ; 14.07746
2770.672 ; 13.16689
2770.845 ; 12.28847
2771.018 ; 11.46861
2771.105 ; 11.08433
2771.191 ; 10.72494
2771.278 ; 10.38301
2771.364 ; 10.06689
2771.451 ; 9.769307
2771.537 ; 9.496872
2771.624 ; 9.24271
2771.71 ; 9.011904
2771.797 ; 8.798131
2771.883 ; 8.605226
2771.97 ; 8.427517
2772.056 ; 8.267863
2772.143 ; 8.121286
2772.229 ; 7.989914
2772.316 ; 7.869463
2772.402 ; 7.761537
2772.489 ; 7.662506
2772.575 ; 7.573611
2772.662 ; 7.491813
2772.748 ; 7.418113
2772.835 ; 7.349986
2772.921 ; 7.288274
2773.008 ; 7.230887
2773.094 ; 7.178567
2773.181 ; 7.129579
2773.267 ; 7.0846
2773.354 ; 7.042183
2773.44 ; 7.002957
2773.613 ; 6.931017
2773.786 ; 6.866796
2773.959 ; 6.808789
2774.132 ; 6.75586
2774.305 ; 6.707141
2774.65 ; 6.620031
2774.996 ; 6.54311
2775.342 ; 6.474115
2775.688 ; 6.411256
2776.034 ; 6.353197
2776.38 ; 6.298885
2776.726 ; 6.247453
2777.072 ; 6.198158
2777.418 ; 6.150328
2777.851 ; 6.091568
2778.283 ; 6.033006
2778.5 ; 6.00321
2778.716 ; 5.973082
2778.932 ; 5.942331
2779.148 ; 5.910835
2779.365 ; 5.878402
2779.581 ; 5.84545
2779.689 ; 5.828837
2779.797 ; 5.812247
2779.905 ; 5.795813
2780.013 ; 5.779717
2780.122 ; 5.764063
2780.23 ; 5.749458
2780.338 ; 5.736165
2780.446 ; 5.724694
2780.554 ; 5.715677
2780.662 ; 5.709879
2780.77 ; 5.708214
2780.878 ; 5.711753
2780.972 ; 5.720029
2781.066 ; 5.734099
2781.16 ; 5.754971
2781.253 ; 5.783388
2781.347 ; 5.821115
2781.441 ; 5.869114
2781.535 ; 5.928638
2781.628 ; 6.000108
2781.722 ; 6.086286
2781.816 ; 6.187643
2781.91 ; 6.305242
2782.003 ; 6.438464
2782.19 ; 6.759673
2782.377 ; 7.153595
2782.565 ; 7.619847
2782.752 ; 8.143952
2783.127 ; 9.303808
2783.299 ; 9.839747
2783.458 ; 10.30887
2783.617 ; 10.73292
2783.818 ; 11.17668
2783.985 ; 11.44701
2784.0 ; 11.46642
2784.016 ; 11.48621
2784.066 ; 11.54182
2784.116 ; 11.58791
2784.216 ; 11.65098
2784.45 ; 11.64659
2784.648 ; 11.48479
2784.846 ; 11.19774
2785.242 ; 10.361
2785.44 ; 9.875261
2785.637 ; 9.387436
2785.826 ; 8.937604
2786.015 ; 8.521588
2786.11 ; 8.328626
2786.204 ; 8.149421
2786.298 ; 7.982312
2786.392 ; 7.827459
2786.487 ; 7.683337
2786.581 ; 7.552706
2786.675 ; 7.433552
2786.769 ; 7.325318
2786.864 ; 7.226365
2786.958 ; 7.138058
2787.052 ; 7.058557
2787.146 ; 6.987105
2787.25 ; 6.916527
2787.353 ; 6.854471
2787.457 ; 6.79881
2787.56 ; 6.749771
2787.664 ; 6.70562
2787.767 ; 6.666509
2787.87 ; 6.631375
2787.973 ; 6.599675
2788.077 ; 6.570672
2788.18 ; 6.544509
2788.283 ; 6.520544
2788.386 ; 6.498475
2788.49 ; 6.477858
2788.593 ; 6.458871
2788.799 ; 6.42447
2789.006 ; 6.393788
2789.213 ; 6.366178
2789.42 ; 6.34105
2789.626 ; 6.318077
2790.039 ; 6.276913
2790.452 ; 6.240872
2790.992 ; 6.199581
2791.531 ; 6.163409
2792.07 ; 6.13113
2792.609 ; 6.101945
2793.148 ; 6.07527
2793.687 ; 6.050667
2794.765 ; 6.00635
2795.843 ; 5.966932
2796.921 ; 5.931091
2797.999 ; 5.897976
2799.077 ; 5.866964
2800.515 ; 5.828044
2801.952 ; 5.791178
2803.39 ; 5.755635
2804.827 ; 5.720828
2806.373 ; 5.683683
2807.918 ; 5.646401
2809.464 ; 5.608482
2811.009 ; 5.569356
2812.555 ; 5.528304
2813.328 ; 5.506861
2814.1 ; 5.484712
2814.873 ; 5.46169
2815.645 ; 5.437723
2816.032 ; 5.425294
2816.225 ; 5.418985
2816.418 ; 5.412599
2816.611 ; 5.406136
2816.804 ; 5.399597
2816.997 ; 5.392981
2817.094 ; 5.389628
2817.19 ; 5.386293
2817.334 ; 5.38126
2817.478 ; 5.376194
2817.55 ; 5.373651
2817.622 ; 5.371101
2817.694 ; 5.368546
2817.765 ; 5.366022
2817.837 ; 5.363459
2817.909 ; 5.360894
2817.981 ; 5.358328
2818.053 ; 5.355762
2818.125 ; 5.353198
2818.197 ; 5.350636
2818.269 ; 5.348079
2818.34 ; 5.345563
2818.412 ; 5.343019
2818.484 ; 5.340483
2818.628 ; 5.335442
2818.772 ; 5.330449
2818.915 ; 5.325543
2819.059 ; 5.320658
2819.203 ; 5.315824
2819.347 ; 5.311031
2819.49 ; 5.306293
2819.868 ; 5.293661
2820.245 ; 5.280306
2820.425 ; 5.273403
2820.604 ; 5.266071
2820.802 ; 5.257324
2820.91 ; 5.252244
2821.0 ; 5.247837
2821.009 ; 5.247388
2821.039 ; 5.245878
2821.068 ; 5.244402
2821.126 ; 5.2414
2821.18 ; 5.238545
2821.342 ; 5.229646
2821.504 ; 5.220267
2821.665 ; 5.210512
2821.908 ; 5.195097
2822.15 ; 5.179103
2822.393 ; 5.162599
2822.635 ; 5.145882
2822.756 ; 5.137452
2822.877 ; 5.128985
2822.998 ; 5.120482
2823.119 ; 5.111944
2823.241 ; 5.103293
2823.362 ; 5.094666
2823.483 ; 5.085981
2823.604 ; 5.077228
2823.725 ; 5.068396
2823.846 ; 5.059471
2823.967 ; 5.050441
2824.088 ; 5.041293
2824.163 ; 5.035557
2824.237 ; 5.029846
2824.385 ; 5.018258
2824.533 ; 5.006429
2824.681 ; 4.99434
2824.829 ; 4.981972
2824.977 ; 4.969304
2825.125 ; 4.95632
2825.273 ; 4.942999
2825.569 ; 4.915277
2825.865 ; 4.885985
2826.161 ; 4.854958
2826.457 ; 4.82201
2827.049 ; 4.749487
2827.345 ; 4.709399
2827.641 ; 4.66635
2827.937 ; 4.619967
2828.233 ; 4.569812
2828.529 ; 4.515369
2828.825 ; 4.456027
2829.175 ; 4.378554
2829.525 ; 4.291903
2829.7 ; 4.244731
2829.875 ; 4.194844
2830.05 ; 4.142242
2830.225 ; 4.087109
2830.4 ; 4.02994
2830.575 ; 3.971733
2830.663 ; 3.94259
2830.75 ; 3.914259
2830.838 ; 3.886495
2830.925 ; 3.860429
2831.013 ; 3.836087
2831.1 ; 3.814775
2831.188 ; 3.796928
2831.275 ; 3.78404
2831.363 ; 3.777123
2831.45 ; 3.777849
2831.537 ; 3.787842
2831.624 ; 3.809105
2831.719 ; 3.847888
2831.813 ; 3.905469
2831.907 ; 3.985835
2832.001 ; 4.093058
2832.096 ; 4.233255
2832.19 ; 4.408339
2832.284 ; 4.624736
2832.378 ; 4.887804
2832.473 ; 5.206692
2832.567 ; 5.580248
2832.661 ; 6.016927
2832.755 ; 6.521822
2832.849 ; 7.09955
2832.943 ; 7.754052
2833.131 ; 9.304484
2833.239 ; 10.34385
2833.347 ; 11.49046
2833.562 ; 14.07143
2833.777 ; 16.98243
2833.992 ; 20.09675
2834.046 ; 20.8913
2834.222 ; 23.45628
2834.397 ; 25.88073
2834.531 ; 27.57968
2834.665 ; 29.08687
2834.814 ; 30.48318
2835.0 ; 31.74013
2835.019 ; 31.83553
2835.085 ; 32.11745
2835.151 ; 32.32146
2835.282 ; 32.49325
2835.43 ; 32.31839
2835.578 ; 31.77123
2835.847 ; 29.94563
2836.116 ; 27.31736
2836.601 ; 21.71871
2836.843 ; 19.00428
2836.964 ; 17.74411
2837.085 ; 16.56661
2837.207 ; 15.47141
2837.328 ; 14.48085
2837.449 ; 13.58656
2837.57 ; 12.78677
2837.691 ; 12.0775
2837.812 ; 11.45312
2837.933 ; 10.90692
2838.054 ; 10.43156
2838.175 ; 10.01945
2838.296 ; 9.663097
2838.417 ; 9.355338
2838.538 ; 9.089503
2838.659 ; 8.859526
2838.78 ; 8.660001
2838.901 ; 8.486185
2839.022 ; 8.333985
2839.13 ; 8.21354
2839.238 ; 8.10542
2839.346 ; 8.007827
2839.453 ; 7.920022
2839.561 ; 7.839094
2839.668 ; 7.765485
2839.883 ; 7.633952
2840.099 ; 7.519422
2840.314 ; 7.419083
2840.529 ; 7.329629
2840.744 ; 7.249076
2840.96 ; 7.175623
2841.175 ; 7.108821
2841.605 ; 6.990755
2842.036 ; 6.889098
2842.466 ; 6.80076
2842.897 ; 6.722764
2843.327 ; 6.653575
2843.758 ; 6.591435
2843.973 ; 6.562792
2844.188 ; 6.535578
2844.357 ; 6.515144
2844.525 ; 6.495645
2844.693 ; 6.476956
2844.861 ; 6.459098
2844.946 ; 6.450394
2845.03 ; 6.442022
2845.114 ; 6.433891
2845.198 ; 6.426014
2845.282 ; 6.418411
2845.366 ; 6.411101
2845.45 ; 6.404109
2845.534 ; 6.397463
2845.619 ; 6.391123
2845.703 ; 6.385276
2845.787 ; 6.379884
2845.871 ; 6.374992
2845.955 ; 6.370649
2846.039 ; 6.366906
2846.123 ; 6.363819
2846.207 ; 6.361443
2846.291 ; 6.359839
2846.375 ; 6.359065
2846.459 ; 6.35918
2846.543 ; 6.360239
2846.627 ; 6.362293
2846.711 ; 6.36539
2846.795 ; 6.369567
2846.879 ; 6.374853
2847.04 ; 6.388128
2847.201 ; 6.405482
2847.417 ; 6.434645
2847.632 ; 6.468994
2848.062 ; 6.543385
2848.277 ; 6.576555
2848.492 ; 6.601976
2848.62 ; 6.611983
2848.748 ; 6.617409
2848.896 ; 6.617393
2849.0 ; 6.613128
2849.124 ; 6.603379
2849.253 ; 6.587943
2849.497 ; 6.545104
2849.73 ; 6.490395
2849.962 ; 6.42686
2850.101 ; 6.386443
2850.381 ; 6.304384
2850.66 ; 6.227367
2850.777 ; 6.197686
2850.893 ; 6.170122
2851.009 ; 6.144539
2851.125 ; 6.120993
2851.277 ; 6.093209
2851.353 ; 6.080584
2851.428 ; 6.06892
2851.504 ; 6.05787
2851.579 ; 6.047688
2851.655 ; 6.038062
2851.73 ; 6.029202
2851.806 ; 6.020826
2851.882 ; 6.013011
2851.958 ; 6.005712
2852.033 ; 5.998971
2852.109 ; 5.992566
2852.184 ; 5.986626
2852.26 ; 5.980953
2852.335 ; 5.975661
2852.411 ; 5.970576
2852.487 ; 5.965738
2852.563 ; 5.96112
2852.638 ; 5.956751
2852.714 ; 5.952493
2852.789 ; 5.948437
2852.865 ; 5.944457
2852.94 ; 5.94064
2853.016 ; 5.936871
2853.091 ; 5.933236
2853.242 ; 5.926131
2853.393 ; 5.919252
2853.544 ; 5.912548
2853.731 ; 5.904428
2853.917 ; 5.896505
2854.103 ; 5.888701
2854.289 ; 5.880991
2854.661 ; 5.865792
2855.033 ; 5.850824
2855.405 ; 5.836031
2855.777 ; 5.82137
2856.521 ; 5.792304
2857.266 ; 5.763323
2858.01 ; 5.734248
2858.754 ; 5.704779
2859.498 ; 5.674629
2860.382 ; 5.637469
2861.266 ; 5.598242
2862.15 ; 5.556132
2863.034 ; 5.510079
2863.476 ; 5.485143
2863.918 ; 5.458643
2864.36 ; 5.430302
2864.802 ; 5.399777
2865.244 ; 5.366639
2865.686 ; 5.330339
2866.128 ; 5.290171
2866.569 ; 5.245324
2866.965 ; 5.2
2867.36 ; 5.14883
2867.558 ; 5.120483
2867.756 ; 5.090047
2867.954 ; 5.057289
2868.151 ; 5.022173
2868.349 ; 4.984171
2868.448 ; 4.964131
2868.547 ; 4.94341
2868.646 ; 4.922044
2868.745 ; 4.900091
2868.844 ; 4.877645
2868.942 ; 4.855074
2869.041 ; 4.832102
2869.14 ; 4.809211
2869.239 ; 4.786728
2869.337 ; 4.765285
2869.436 ; 4.744964
2869.535 ; 4.72663
2869.634 ; 4.711062
2869.732 ; 4.699283
2869.826 ; 4.692357
2869.919 ; 4.690781
2870.012 ; 4.695627
2870.105 ; 4.708203
2870.198 ; 4.729947
2870.291 ; 4.762419
2870.384 ; 4.807281
2870.477 ; 4.86628
2870.57 ; 4.941214
2870.663 ; 5.033897
2870.756 ; 5.14611
2870.849 ; 5.279558
2870.942 ; 5.435805
2871.035 ; 5.616215
2871.221 ; 6.053596
2871.431 ; 6.673767
2871.64 ; 7.419122
2872.058 ; 9.202964
2872.279 ; 10.21499
2872.5 ; 11.19047
2872.57 ; 11.48023
2872.745 ; 12.14247
2872.872 ; 12.55343
2873.0 ; 12.89647
2873.027 ; 12.95889
2873.101 ; 13.11129
2873.175 ; 13.23551
2873.383 ; 13.42873
2873.568 ; 13.40767
2873.752 ; 13.21828
2874.076 ; 12.54819
2874.399 ; 11.60092
2874.561 ; 11.07893
2874.723 ; 10.55399
2874.885 ; 10.04361
2875.046 ; 9.564344
2875.208 ; 9.11984
2875.289 ; 8.913744
2875.369 ; 8.721357
2875.45 ; 8.538075
2875.531 ; 8.366411
2875.612 ; 8.206249
2875.692 ; 8.059116
2875.773 ; 7.920986
2875.854 ; 7.793332
2875.935 ; 7.675648
2876.016 ; 7.567385
2876.097 ; 7.467959
2876.178 ; 7.37677
2876.259 ; 7.293212
2876.339 ; 7.217593
2876.42 ; 7.147444
2876.501 ; 7.083191
2876.582 ; 7.024302
2876.662 ; 6.970912
2876.743 ; 6.921222
2876.824 ; 6.875494
2876.905 ; 6.83333
2876.985 ; 6.794827
2877.066 ; 6.758696
2877.147 ; 6.725139
2877.228 ; 6.693888
2877.309 ; 6.664704
2877.471 ; 6.611705
2877.632 ; 6.564987
2877.794 ; 6.522853
2877.955 ; 6.484966
2878.117 ; 6.450181
2878.278 ; 6.418407
2878.486 ; 6.380831
2878.694 ; 6.346557
2878.902 ; 6.31507
2879.11 ; 6.285972
2879.526 ; 6.233734
2879.941 ; 6.188046
2880.149 ; 6.167133
2880.357 ; 6.147369
2880.565 ; 6.128643
2880.772 ; 6.110947
2880.98 ; 6.094029
2881.084 ; 6.085874
2881.188 ; 6.077912
2881.292 ; 6.070137
2881.396 ; 6.062543
2881.5 ; 6.055127
2881.603 ; 6.047952
2881.707 ; 6.040878
2881.811 ; 6.033972
2881.915 ; 6.027232
2882.019 ; 6.020659
2882.123 ; 6.014252
2882.227 ; 6.008012
2882.331 ; 6.00194
2882.435 ; 5.996036
2882.539 ; 5.990302
2882.643 ; 5.984738
2882.747 ; 5.979346
2882.851 ; 5.974124
2882.955 ; 5.969072
2883.059 ; 5.964186
2883.266 ; 5.954936
2883.486 ; 5.945741
2883.705 ; 5.937128
2884.143 ; 5.920862
2884.351 ; 5.913216
2884.558 ; 5.905418
2884.778 ; 5.896755
2884.904 ; 5.891569
2885.0 ; 5.887496
2885.009 ; 5.887109
2885.037 ; 5.885897
2885.065 ; 5.884676
2885.121 ; 5.882207
2885.16 ; 5.880465
2885.243 ; 5.8767
2885.325 ; 5.872904
2885.47 ; 5.866021
2885.615 ; 5.858949
2885.925 ; 5.843401
2886.235 ; 5.827677
2886.429 ; 5.817965
2886.622 ; 5.808518
2886.777 ; 5.801132
2886.932 ; 5.79395
2887.087 ; 5.786983
2887.242 ; 5.780232
2887.397 ; 5.773689
2887.474 ; 5.770512
2887.551 ; 5.767381
2887.687 ; 5.761957
2887.755 ; 5.759292
2887.823 ; 5.756656
2887.891 ; 5.754047
2887.959 ; 5.751464
2888.027 ; 5.748905
2888.094 ; 5.746404
2888.162 ; 5.743887
2888.23 ; 5.741389
2888.298 ; 5.738909
2888.365 ; 5.73648
2888.433 ; 5.73403
2888.501 ; 5.731594
2888.636 ; 5.726792
2888.772 ; 5.721996
2888.908 ; 5.717234
2889.044 ; 5.7125
2889.179 ; 5.707822
2889.315 ; 5.703129
2889.45 ; 5.698484
2889.721 ; 5.689192
2889.993 ; 5.67989
2890.264 ; 5.67063
2890.806 ; 5.652075
2891.348 ; 5.633381
2891.89 ; 5.614439
2892.704 ; 5.585264
2893.517 ; 5.554848
2894.331 ; 5.52257
2895.144 ; 5.487816
2895.958 ; 5.449585
2896.365 ; 5.428804
2896.771 ; 5.406708
2897.178 ; 5.382939
2897.584 ; 5.357302
2897.991 ; 5.329276
2898.397 ; 5.29849
2898.804 ; 5.264129
2899.211 ; 5.225377
2899.415 ; 5.203944
2899.618 ; 5.181048
2899.821 ; 5.156385
2900.024 ; 5.129735
2900.228 ; 5.100727
2900.33 ; 5.085323
2900.431 ; 5.069454
2900.533 ; 5.052797
2900.635 ; 5.035507
2900.737 ; 5.017603
2900.838 ; 4.999306
2900.94 ; 4.980319
2901.042 ; 4.960921
2901.144 ; 4.941254
2901.245 ; 4.921706
2901.347 ; 4.902144
2901.448 ; 4.883274
2901.55 ; 4.865133
2901.651 ; 4.848577
2901.753 ; 4.833888
2901.855 ; 4.821971
2901.957 ; 4.813682
2902.058 ; 4.810015
2902.16 ; 4.812002
2902.262 ; 4.820941
2902.364 ; 4.838181
2902.465 ; 4.864852
2902.567 ; 4.902988
2902.669 ; 4.953929
2902.771 ; 5.019228
2902.872 ; 5.099508
2902.974 ; 5.19774
2903.075 ; 5.3132
2903.278 ; 5.603629
2903.482 ; 5.976774
2903.685 ; 6.426346
2904.092 ; 7.511905
2904.305 ; 8.128504
2904.518 ; 8.731803
2904.673 ; 9.139542
2904.808 ; 9.459923
2904.916 ; 9.686559
2905.0 ; 9.841804
2905.025 ; 9.884186
2905.09 ; 9.985774
2905.155 ; 10.07451
2905.367 ; 10.26996
2905.54 ; 10.32043
2905.712 ; 10.27645
2906.019 ; 9.993718
2906.326 ; 9.518566
2906.633 ; 8.945706
2906.787 ; 8.649816
2906.94 ; 8.362555
2907.094 ; 8.087242
2907.247 ; 7.832552
2907.401 ; 7.598447
2907.478 ; 7.490337
2907.554 ; 7.389593
2907.631 ; 7.293555
2907.708 ; 7.203513
2907.785 ; 7.119332
2907.861 ; 7.041814
2907.938 ; 6.968702
2908.015 ; 6.900802
2908.092 ; 6.837842
2908.168 ; 6.780266
2908.245 ; 6.726267
2908.322 ; 6.676336
2908.399 ; 6.630179
2908.475 ; 6.588041
2908.552 ; 6.548539
2908.629 ; 6.511982
2908.706 ; 6.478119
2908.782 ; 6.447105
2908.859 ; 6.417906
2908.936 ; 6.390739
2909.013 ; 6.365417
2909.089 ; 6.342062
2909.166 ; 6.319905
2909.243 ; 6.29912
2909.396 ; 6.261393
2909.55 ; 6.227509
2909.703 ; 6.197207
2909.857 ; 6.169529
2910.01 ; 6.144398
2910.164 ; 6.121137
2910.317 ; 6.099783
2910.471 ; 6.07985
2910.624 ; 6.061448
2910.768 ; 6.04531
2910.912 ; 6.030267
2911.056 ; 6.016299
2911.128 ; 6.009722
2911.2 ; 6.003424
2911.272 ; 5.997412
2911.344 ; 5.991695
2911.416 ; 5.986287
2911.488 ; 5.981204
2911.56 ; 5.976461
2911.632 ; 5.972081
2911.704 ; 5.968087
2911.776 ; 5.964503
2911.848 ; 5.961357
2911.92 ; 5.958682
2911.992 ; 5.956508
2912.064 ; 5.954871
2912.136 ; 5.953807
2912.208 ; 5.953352
2912.28 ; 5.953546
2912.352 ; 5.954425
2912.424 ; 5.956028
2912.496 ; 5.95839
2912.64 ; 5.965527
2912.784 ; 5.976068
2912.927 ; 5.990052
2913.081 ; 6.009077
2913.234 ; 6.031921
2913.445 ; 6.06919
2913.656 ; 6.111571
2914.078 ; 6.200682
2914.29 ; 6.240471
2914.501 ; 6.271625
2914.731 ; 6.291967
2914.875 ; 6.296028
2914.991 ; 6.294027
2915.0 ; 6.293671
2915.033 ; 6.292119
2915.066 ; 6.290177
2915.132 ; 6.285131
2915.281 ; 6.268164
2915.423 ; 6.2452
2915.565 ; 6.216308
2915.809 ; 6.155542
2916.052 ; 6.085882
2916.268 ; 6.021027
2916.485 ; 5.957037
2916.701 ; 5.897516
2916.891 ; 5.850264
2917.08 ; 5.808821
2917.175 ; 5.790178
2917.27 ; 5.772992
2917.365 ; 5.757226
2917.459 ; 5.74297
2917.547 ; 5.730777
2917.635 ; 5.719632
2917.723 ; 5.709466
2917.811 ; 5.700204
2917.899 ; 5.691771
2917.987 ; 5.684092
2918.075 ; 5.677093
2918.162 ; 5.670773
2918.25 ; 5.664919
2918.338 ; 5.659545
2918.426 ; 5.654591
2918.514 ; 5.650005
2918.602 ; 5.645738
2918.69 ; 5.641746
2918.778 ; 5.637992
2918.865 ; 5.63448
2918.953 ; 5.6311
2919.041 ; 5.627868
2919.129 ; 5.624762
2919.217 ; 5.621763
2919.305 ; 5.618855
2919.393 ; 5.616023
2919.568 ; 5.610579
2919.744 ; 5.605296
2919.92 ; 5.600159
2920.096 ; 5.595134
2920.271 ; 5.590226
2920.65 ; 5.579833
2921.029 ; 5.569692
2921.408 ; 5.559754
2921.786 ; 5.550011
2922.165 ; 5.540389
2922.544 ; 5.530894
2922.923 ; 5.521509
2923.301 ; 5.512247
2923.572 ; 5.50566
2923.842 ; 5.499141
2924.113 ; 5.492642
2924.383 ; 5.486218
2924.519 ; 5.483005
2924.654 ; 5.479836
2924.789 ; 5.476691
2924.924 ; 5.473577
2925.059 ; 5.470502
2925.194 ; 5.467477
2925.329 ; 5.464516
2925.397 ; 5.463053
2925.464 ; 5.461635
2925.579 ; 5.45926
2925.694 ; 5.456974
2925.809 ; 5.454795
2925.924 ; 5.452741
2926.039 ; 5.450835
2926.154 ; 5.449098
2926.269 ; 5.447556
2926.384 ; 5.446231
2926.499 ; 5.445148
2926.614 ; 5.444329
2926.729 ; 5.443792
2926.844 ; 5.443551
2926.959 ; 5.443616
2927.074 ; 5.443987
2927.189 ; 5.444656
2927.304 ; 5.445605
2927.507 ; 5.447868
2927.71 ; 5.450658
2928.115 ; 5.456299
2928.331 ; 5.458314
2928.547 ; 5.458876
2928.763 ; 5.457476
2928.912 ; 5.455175
2929.0 ; 5.453271
2929.104 ; 5.450492
2929.249 ; 5.445673
2929.307 ; 5.443448
2929.336 ; 5.442275
2929.394 ; 5.439809
2929.583 ; 5.430764
2929.771 ; 5.420479
2930.119 ; 5.399318
2930.467 ; 5.377457
2930.641 ; 5.366917
2930.815 ; 5.356884
2930.989 ; 5.347468
2931.163 ; 5.338721
2931.272 ; 5.333587
2931.381 ; 5.328711
2931.49 ; 5.32408
2931.599 ; 5.319679
2931.708 ; 5.31549
2931.817 ; 5.311492
2931.926 ; 5.307665
2932.034 ; 5.304021
2932.143 ; 5.300473
2932.252 ; 5.297036
2932.361 ; 5.293693
2932.469 ; 5.290457
2932.578 ; 5.287254
2932.687 ; 5.284102
2932.796 ; 5.280989
2932.904 ; 5.277934
2933.013 ; 5.274873
2933.122 ; 5.271828
2933.231 ; 5.268793
2933.339 ; 5.265791
2933.557 ; 5.259734
2933.774 ; 5.253689
2933.992 ; 5.247587
2934.209 ; 5.241475
2934.644 ; 5.229083
2935.399 ; 5.207068
2936.153 ; 5.184353
2936.907 ; 5.160821
2937.661 ; 5.136374
2938.038 ; 5.123774
2938.415 ; 5.110908
2938.792 ; 5.097769
2938.981 ; 5.091081
2939.169 ; 5.084365
2939.358 ; 5.077557
2939.546 ; 5.070739
2939.735 ; 5.063859
2939.829 ; 5.060435
2939.923 ; 5.057017
2940.018 ; 5.053574
2940.112 ; 5.050185
2940.206 ; 5.046823
2940.3 ; 5.043497
2940.395 ; 5.040184
2940.489 ; 5.036968
2940.583 ; 5.033827
2940.677 ; 5.03078
2940.793 ; 5.027176
2940.909 ; 5.023782
2941.025 ; 5.020641
2941.141 ; 5.017799
2941.257 ; 5.015306
2941.373 ; 5.013211
2941.489 ; 5.011563
2941.605 ; 5.010407
2941.75 ; 5.009713
2941.895 ; 5.009905
2942.04 ; 5.011008
2942.185 ; 5.013006
